date,commodity,state,variety,trans_mode,price,price_min,price_max,unit
2026-04-06,Distillers Grain,Minnesota,Wet 65-70%,Truck,55.0,55.0,55.0,$ Per Ton
2026-04-06,Distillers Grain,Missouri,Dried 10%,Truck,187.0,175.0,199.0,$ Per Ton
2026-04-06,Distillers Grain,Missouri,Wet 65-70%,Truck,69.0,69.0,69.0,$ Per Ton
2026-04-06,Distillers Grain,N/A,Dried 10%,Ocean Vessel,237.0,225.0,249.0,$ Per Ton
2026-04-06,Distillers Grain,N/A,Dried 10%,Rail/Barge,170.0,170.0,170.0,$ Per Ton
2026-04-06,Distillers Grain,N/A,Dried 10%,Rail,245.0,245.0,245.0,$ Per Ton
2026-04-06,Distillers Grain,Nebraska,Wet 65-70%,Truck,57.5,55.0,64.0,$ Per Ton
2026-04-06,Distillers Grain,Nebraska,Modified Wet 55-60%,Truck,72.33,68.0,75.0,$ Per Ton
2026-04-06,Distillers Grain,Nebraska,Dried 10%,Truck,182.5,170.0,195.0,$ Per Ton
2026-04-06,Distillers Grain,Ohio,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-06,Distillers Grain,Ohio,Dried 10%,Truck,183.75,170.0,195.0,$ Per Ton
2026-04-06,Distillers Grain,Ohio,Dried 10%,Rail,168.0,168.0,168.0,$ Per Ton
2026-04-06,Distillers Grain,South Dakota,Wet 65-70%,Truck,55.5,54.0,57.0,$ Per Ton
2026-04-06,Distillers Grain,South Dakota,Modified Wet 55-60%,Truck,77.5,77.0,78.0,$ Per Ton
2026-04-06,Distillers Grain,South Dakota,Dried 10%,Truck,168.33,165.0,175.0,$ Per Ton
2026-04-06,Distillers Grain,Wisconsin,Modified Wet 55-60%,Truck,75.0,75.0,75.0,$ Per Ton
2026-04-06,Distillers Grain,Wisconsin,Dried 10%,Truck,161.0,160.0,162.0,$ Per Ton
2026-04-06,Ethanol,Illinois,,Rail,2.0,1.99,2.01,$ Per Gallon
2026-04-06,Ethanol,Illinois,,Truck,2.04,2.04,2.04,$ Per Gallon
2026-04-06,Ethanol,Indiana,,Rail,2.0,1.99,2.01,$ Per Gallon
2026-04-06,Ethanol,Iowa,,Truck,1.935,1.87,2.0,$ Per Gallon
2026-04-06,Ethanol,Kansas,,Truck,1.84,1.78,1.87,$ Per Gallon
2026-04-13,Distillers Corn Oil,Illinois,,Truck,78.0,75.0,81.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,Indiana,,Truck,76.5,76.0,77.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,Iowa,,Truck,74.7,67.0,78.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,Kansas,,Truck,68.0,68.0,68.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,Michigan,,Truck,74.75,71.0,77.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,Minnesota,,Truck,76.2,75.0,78.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,Missouri,,Truck,76.5,76.0,77.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,Nebraska,,Truck,74.71,67.0,78.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,Ohio,,Truck,76.0,75.0,77.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,South Dakota,,Truck,76.25,75.0,78.0,Cents Per Lb
2026-04-13,Distillers Corn Oil,Wisconsin,,Truck,76.0,76.0,76.0,Cents Per Lb
2026-04-13,Distillers Grain,Illinois,Dried 10%,Truck,202.5,195.0,210.0,$ Per Ton
2026-04-13,Distillers Grain,Indiana,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-13,Distillers Grain,Indiana,Dried 10%,Rail,165.0,165.0,165.0,$ Per Ton
2026-04-13,Distillers Grain,Indiana,Dried 10%,Truck,179.75,169.0,195.0,$ Per Ton
2026-04-13,Distillers Grain,Iowa,Dried 10%,Rail,142.0,142.0,142.0,$ Per Ton
2026-04-13,Distillers Grain,Iowa,Dried 10%,Truck,166.5,163.0,170.0,$ Per Ton
2026-04-13,Distillers Grain,Iowa,Modified Wet 55-60%,Truck,69.5,60.0,85.0,$ Per Ton
2026-04-13,Distillers Grain,Iowa,Wet 65-70%,Truck,57.5,40.0,75.0,$ Per Ton
2026-04-13,Distillers Grain,Kansas,Wet 65-70%,Truck,59.0,57.0,60.0,$ Per Ton
2026-04-13,Distillers Grain,Kansas,Dried 10%,Truck,192.5,185.0,200.0,$ Per Ton
2026-04-13,Distillers Grain,Michigan,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-13,Distillers Grain,Michigan,Dried 10%,Truck,177.5,168.0,195.0,$ Per Ton
2026-04-13,Distillers Grain,Michigan,Dried 10%,Rail,162.0,162.0,162.0,$ Per Ton
2026-04-13,Distillers Grain,Minnesota,Wet 65-70%,Truck,55.0,55.0,55.0,$ Per Ton
2026-04-13,Distillers Grain,Minnesota,Modified Wet 55-60%,Truck,70.0,70.0,70.0,$ Per Ton
2026-04-13,Distillers Grain,Minnesota,Dried 10%,Truck,166.25,160.0,170.0,$ Per Ton
2026-04-13,Distillers Grain,Missouri,Wet 65-70%,Truck,69.0,69.0,69.0,$ Per Ton
2026-04-13,Distillers Grain,Missouri,Dried 10%,Truck,187.0,175.0,199.0,$ Per Ton
2026-04-13,Distillers Grain,N/A,Dried 10%,Rail,240.0,240.0,240.0,$ Per Ton
2026-04-13,Distillers Grain,N/A,Dried 10%,Rail/Barge,170.0,170.0,170.0,$ Per Ton
2026-04-13,Distillers Grain,N/A,Dried 10%,Ocean Vessel,240.0,225.0,255.0,$ Per Ton
2026-04-13,Distillers Grain,Nebraska,Wet 65-70%,Truck,57.5,55.0,64.0,$ Per Ton
2026-04-13,Distillers Grain,Nebraska,Modified Wet 55-60%,Truck,78.5,70.0,95.0,$ Per Ton
2026-04-13,Distillers Grain,Nebraska,Dried 10%,Truck,185.83,170.0,210.0,$ Per Ton
2026-04-13,Distillers Grain,Ohio,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-13,Distillers Grain,Ohio,Dried 10%,Truck,186.25,170.0,200.0,$ Per Ton
2026-04-13,Distillers Grain,Ohio,Dried 10%,Rail,168.0,168.0,168.0,$ Per Ton
2026-04-13,Distillers Grain,South Dakota,Wet 65-70%,Truck,55.5,54.0,57.0,$ Per Ton
2026-04-13,Distillers Grain,South Dakota,Modified Wet 55-60%,Truck,81.5,78.0,85.0,$ Per Ton
2026-04-13,Distillers Grain,South Dakota,Dried 10%,Truck,173.33,165.0,180.0,$ Per Ton
2026-04-13,Distillers Grain,Wisconsin,Modified Wet 55-60%,Truck,75.0,75.0,75.0,$ Per Ton
2026-04-13,Distillers Grain,Wisconsin,Dried 10%,Truck,161.0,160.0,162.0,$ Per Ton
2026-04-13,Ethanol,Illinois,,Truck,1.92,1.92,1.92,$ Per Gallon
2026-04-13,Ethanol,Illinois,,Rail,1.925,1.925,1.925,$ Per Gallon
2026-04-13,Ethanol,Indiana,,Rail,1.925,1.925,1.925,$ Per Gallon
2026-04-13,Ethanol,Iowa,,Truck,1.885,1.77,2.0,$ Per Gallon
2026-04-13,Ethanol,Kansas,,Truck,1.84,1.81,1.88,$ Per Gallon
2026-04-20,Distillers Corn Oil,Illinois,,Truck,78.5,75.0,82.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,Indiana,,Truck,81.5,81.0,82.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,Iowa,,Truck,76.9,67.0,82.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,Kansas,,Truck,68.0,68.0,68.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,Michigan,,Truck,79.0,75.0,82.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,Minnesota,,Truck,78.2,75.0,82.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,Missouri,,Truck,81.5,81.0,82.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,Nebraska,,Truck,77.67,67.0,83.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,Ohio,,Truck,79.33,75.0,82.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,South Dakota,,Truck,79.14,75.0,84.0,Cents Per Lb
2026-04-20,Distillers Corn Oil,Wisconsin,,Truck,76.0,76.0,76.0,Cents Per Lb
2026-04-20,Distillers Grain,Illinois,Dried 10%,Truck,204.5,195.0,214.0,$ Per Ton
2026-04-20,Distillers Grain,Indiana,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-20,Distillers Grain,Indiana,Dried 10%,Rail,174.0,174.0,174.0,$ Per Ton
2026-04-20,Distillers Grain,Indiana,Dried 10%,Truck,183.0,173.0,195.0,$ Per Ton
2026-04-20,Distillers Grain,Iowa,Wet 65-70%,Truck,57.5,40.0,75.0,$ Per Ton
2026-04-20,Distillers Grain,Iowa,Dried 10%,Rail,150.0,150.0,150.0,$ Per Ton
2026-04-20,Distillers Grain,Iowa,Modified Wet 55-60%,Truck,65.0,55.0,75.0,$ Per Ton
2026-04-20,Distillers Grain,Iowa,Dried 10%,Truck,166.5,163.0,170.0,$ Per Ton
2026-04-20,Distillers Grain,Kansas,Wet 65-70%,Truck,59.67,57.0,62.0,$ Per Ton
2026-04-20,Distillers Grain,Kansas,Dried 10%,Truck,185.0,185.0,185.0,$ Per Ton
2026-04-20,Distillers Grain,Michigan,Dried 10%,Rail,167.0,167.0,167.0,$ Per Ton
2026-04-20,Distillers Grain,Michigan,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-20,Distillers Grain,Michigan,Dried 10%,Truck,179.0,173.0,195.0,$ Per Ton
2026-04-20,Distillers Grain,Minnesota,Wet 65-70%,Truck,55.0,55.0,55.0,$ Per Ton
2026-04-20,Distillers Grain,Minnesota,Dried 10%,Truck,170.0,165.0,180.0,$ Per Ton
2026-04-20,Distillers Grain,Minnesota,Modified Wet 55-60%,Truck,70.0,70.0,70.0,$ Per Ton
2026-04-20,Distillers Grain,Missouri,Wet 65-70%,Truck,69.0,69.0,69.0,$ Per Ton
2026-04-20,Distillers Grain,Missouri,Dried 10%,Truck,197.0,195.0,199.0,$ Per Ton
2026-04-20,Distillers Grain,N/A,Dried 10%,Rail/Barge,170.0,170.0,170.0,$ Per Ton
2026-04-20,Distillers Grain,N/A,Dried 10%,Rail,245.0,245.0,245.0,$ Per Ton
2026-04-20,Distillers Grain,N/A,Dried 10%,Ocean Vessel,240.0,225.0,255.0,$ Per Ton
2026-04-20,Distillers Grain,Nebraska,Dried 10%,Truck,191.71,170.0,210.0,$ Per Ton
2026-04-20,Distillers Grain,Nebraska,Modified Wet 55-60%,Truck,83.0,74.0,95.0,$ Per Ton
2026-04-20,Distillers Grain,Nebraska,Wet 65-70%,Truck,67.5,65.0,70.0,$ Per Ton
2026-04-20,Distillers Grain,Ohio,Dried 10%,Truck,191.5,176.0,210.0,$ Per Ton
2026-04-20,Distillers Grain,Ohio,Dried 10%,Rail,175.0,175.0,175.0,$ Per Ton
2026-04-20,Distillers Grain,Ohio,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-20,Distillers Grain,South Dakota,Dried 10%,Truck,178.33,170.0,185.0,$ Per Ton
2026-04-20,Distillers Grain,South Dakota,Modified Wet 55-60%,Truck,81.5,78.0,85.0,$ Per Ton
2026-04-20,Distillers Grain,South Dakota,Wet 65-70%,Truck,60.5,54.0,67.0,$ Per Ton
2026-04-20,Distillers Grain,Wisconsin,Dried 10%,Truck,161.0,160.0,162.0,$ Per Ton
2026-04-20,Distillers Grain,Wisconsin,Modified Wet 55-60%,Truck,75.0,75.0,75.0,$ Per Ton
2026-04-20,Ethanol,Illinois,,Truck,1.88,1.88,1.88,$ Per Gallon
2026-04-20,Ethanol,Illinois,,Rail,1.925,1.925,1.925,$ Per Gallon
2026-04-20,Ethanol,Indiana,,Rail,1.925,1.925,1.925,$ Per Gallon
2026-04-20,Ethanol,Iowa,,Truck,1.885,1.77,2.0,$ Per Gallon
2026-04-20,Ethanol,Kansas,,Truck,1.8367,1.8,1.88,$ Per Gallon
2026-04-27,Distillers Corn Oil,Illinois,,Truck,80.0,78.0,82.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,Indiana,,Truck,81.5,81.0,82.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,Iowa,,Truck,78.0,78.0,78.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,Kansas,,Truck,75.0,75.0,75.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,Michigan,,Truck,79.0,75.0,82.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,Minnesota,,Truck,81.2,78.0,85.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,Missouri,,Truck,81.5,81.0,82.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,Nebraska,,Truck,79.67,67.0,85.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,Ohio,,Truck,81.0,80.0,82.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,South Dakota,,Truck,82.0,78.0,85.0,Cents Per Lb
2026-04-27,Distillers Corn Oil,Wisconsin,,Truck,76.0,76.0,76.0,Cents Per Lb
2026-04-27,Distillers Grain,Illinois,Dried 10%,Truck,204.5,195.0,214.0,$ Per Ton
2026-04-27,Distillers Grain,Indiana,Dried 10%,Truck,184.75,174.0,205.0,$ Per Ton
2026-04-27,Distillers Grain,Indiana,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-27,Distillers Grain,Indiana,Dried 10%,Rail,174.0,174.0,174.0,$ Per Ton
2026-04-27,Distillers Grain,Iowa,Dried 10%,Rail,155.0,155.0,155.0,$ Per Ton
2026-04-27,Distillers Grain,Iowa,Dried 10%,Truck,173.8,155.0,190.0,$ Per Ton
2026-04-27,Distillers Grain,Iowa,Wet 65-70%,Truck,57.5,40.0,75.0,$ Per Ton
2026-04-27,Distillers Grain,Iowa,Modified Wet 55-60%,Truck,76.6,55.0,95.0,$ Per Ton
2026-04-27,Distillers Grain,Kansas,Wet 65-70%,Truck,53.33,40.0,63.0,$ Per Ton
2026-04-27,Distillers Grain,Kansas,Dried 10%,Truck,185.0,185.0,185.0,$ Per Ton
2026-04-27,Distillers Grain,Michigan,Dried 10%,Rail,167.0,167.0,167.0,$ Per Ton
2026-04-27,Distillers Grain,Michigan,Dried 10%,Truck,182.0,173.0,205.0,$ Per Ton
2026-04-27,Distillers Grain,Michigan,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-27,Distillers Grain,Minnesota,Modified Wet 55-60%,Truck,70.0,70.0,70.0,$ Per Ton
2026-04-27,Distillers Grain,Minnesota,Wet 65-70%,Truck,55.0,55.0,55.0,$ Per Ton
2026-04-27,Distillers Grain,Minnesota,Dried 10%,Truck,177.5,170.0,190.0,$ Per Ton
2026-04-27,Distillers Grain,Missouri,Dried 10%,Truck,197.0,195.0,199.0,$ Per Ton
2026-04-27,Distillers Grain,Missouri,Wet 65-70%,Truck,69.0,69.0,69.0,$ Per Ton
2026-04-27,Distillers Grain,N/A,Dried 10%,Ocean Vessel,229.5,215.0,237.0,$ Per Ton
2026-04-27,Distillers Grain,N/A,Dried 10%,Rail/Barge,170.0,170.0,170.0,$ Per Ton
2026-04-27,Distillers Grain,N/A,Dried 10%,Rail,245.0,245.0,245.0,$ Per Ton
2026-04-27,Distillers Grain,Nebraska,Wet 65-70%,Truck,65.0,65.0,65.0,$ Per Ton
2026-04-27,Distillers Grain,Nebraska,Modified Wet 55-60%,Truck,81.33,74.0,95.0,$ Per Ton
2026-04-27,Distillers Grain,Nebraska,Dried 10%,Truck,189.57,170.0,200.0,$ Per Ton
2026-04-27,Distillers Grain,Ohio,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-04-27,Distillers Grain,Ohio,Dried 10%,Truck,191.5,176.0,205.0,$ Per Ton
2026-04-27,Distillers Grain,Ohio,Dried 10%,Rail,175.0,175.0,175.0,$ Per Ton
2026-04-27,Distillers Grain,South Dakota,Wet 65-70%,Truck,55.5,54.0,57.0,$ Per Ton
2026-04-27,Distillers Grain,South Dakota,Modified Wet 55-60%,Truck,84.0,78.0,90.0,$ Per Ton
2026-04-27,Distillers Grain,South Dakota,Dried 10%,Truck,180.33,176.0,185.0,$ Per Ton
2026-04-27,Distillers Grain,Wisconsin,Modified Wet 55-60%,Truck,75.0,75.0,75.0,$ Per Ton
2026-04-27,Distillers Grain,Wisconsin,Dried 10%,Truck,161.0,160.0,162.0,$ Per Ton
2026-04-27,Ethanol,Illinois,,Truck,1.98,1.98,1.98,$ Per Gallon
2026-04-27,Ethanol,Illinois,,Rail,2.03,2.03,2.03,$ Per Gallon
2026-04-27,Ethanol,Indiana,,Rail,2.0,2.0,2.0,$ Per Gallon
2026-04-27,Ethanol,Iowa,,Truck,1.835,1.77,1.9,$ Per Gallon
2026-04-27,Ethanol,Kansas,,Truck,1.8767,1.83,1.92,$ Per Gallon
2026-05-04,Distillers Corn Oil,Illinois,,Truck,82.5,78.0,87.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,Indiana,,Truck,82.5,82.0,83.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,Iowa,,Truck,78.0,78.0,78.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,Kansas,,Truck,75.0,75.0,75.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,Michigan,,Truck,79.5,75.0,83.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,Minnesota,,Truck,82.0,78.0,84.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,Missouri,,Truck,82.5,82.0,83.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,Nebraska,,Truck,83.63,82.0,86.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,Ohio,,Truck,82.67,82.0,83.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,South Dakota,,Truck,82.29,78.0,85.0,Cents Per Lb
2026-05-04,Distillers Corn Oil,Wisconsin,,Truck,83.0,83.0,83.0,Cents Per Lb
2026-05-04,Distillers Grain,Illinois,Dried 10%,Truck,205.0,195.0,215.0,$ Per Ton
2026-05-04,Distillers Grain,Indiana,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-05-04,Distillers Grain,Indiana,Dried 10%,Truck,185.5,174.0,208.0,$ Per Ton
2026-05-04,Distillers Grain,Indiana,Dried 10%,Rail,174.0,174.0,174.0,$ Per Ton
2026-05-04,Distillers Grain,Iowa,Dried 10%,Rail,155.0,155.0,155.0,$ Per Ton
2026-05-04,Distillers Grain,Iowa,Dried 10%,Truck,172.3,150.0,190.0,$ Per Ton
2026-05-04,Distillers Grain,Iowa,Wet 65-70%,Truck,55.0,40.0,70.0,$ Per Ton
2026-05-04,Distillers Grain,Iowa,Modified Wet 55-60%,Truck,74.6,55.0,95.0,$ Per Ton
2026-05-04,Distillers Grain,Kansas,Wet 65-70%,Truck,53.33,40.0,63.0,$ Per Ton
2026-05-04,Distillers Grain,Kansas,Dried 10%,Truck,185.0,185.0,185.0,$ Per Ton
2026-05-04,Distillers Grain,Michigan,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-05-04,Distillers Grain,Michigan,Dried 10%,Truck,184.25,173.0,208.0,$ Per Ton
2026-05-04,Distillers Grain,Michigan,Dried 10%,Rail,167.0,167.0,167.0,$ Per Ton
2026-05-04,Distillers Grain,Minnesota,Wet 65-70%,Truck,50.0,50.0,50.0,$ Per Ton
2026-05-04,Distillers Grain,Minnesota,Modified Wet 55-60%,Truck,70.0,70.0,70.0,$ Per Ton
2026-05-04,Distillers Grain,Minnesota,Dried 10%,Truck,177.5,170.0,185.0,$ Per Ton
2026-05-04,Distillers Grain,Missouri,Wet 65-70%,Truck,55.0,55.0,55.0,$ Per Ton
2026-05-04,Distillers Grain,Missouri,Dried 10%,Truck,197.0,195.0,199.0,$ Per Ton
2026-05-04,Distillers Grain,N/A,Dried 10%,Ocean Vessel,229.25,215.0,238.0,$ Per Ton
2026-05-04,Distillers Grain,N/A,Dried 10%,Rail/Barge,170.0,170.0,170.0,$ Per Ton
2026-05-04,Distillers Grain,N/A,Dried 10%,Rail,245.0,245.0,245.0,$ Per Ton
2026-05-04,Distillers Grain,Nebraska,Wet 65-70%,Truck,62.5,55.0,65.0,$ Per Ton
2026-05-04,Distillers Grain,Nebraska,Modified Wet 55-60%,Truck,84.0,75.0,93.0,$ Per Ton
2026-05-04,Distillers Grain,Nebraska,Dried 10%,Truck,185.83,175.0,200.0,$ Per Ton
2026-05-04,Distillers Grain,Ohio,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-05-04,Distillers Grain,Ohio,Dried 10%,Truck,192.25,176.0,208.0,$ Per Ton
2026-05-04,Distillers Grain,Ohio,Dried 10%,Rail,175.0,175.0,175.0,$ Per Ton
2026-05-04,Distillers Grain,South Dakota,Wet 65-70%,Truck,55.5,54.0,57.0,$ Per Ton
2026-05-04,Distillers Grain,South Dakota,Modified Wet 55-60%,Truck,81.5,78.0,85.0,$ Per Ton
2026-05-04,Distillers Grain,South Dakota,Dried 10%,Truck,180.67,177.0,185.0,$ Per Ton
2026-05-04,Distillers Grain,Wisconsin,Modified Wet 55-60%,Truck,76.0,76.0,76.0,$ Per Ton
2026-05-04,Distillers Grain,Wisconsin,Dried 10%,Truck,164.5,164.0,165.0,$ Per Ton
2026-05-04,Ethanol,Illinois,,Truck,2.03,2.03,2.03,$ Per Gallon
2026-05-04,Ethanol,Illinois,,Rail,1.99,1.99,1.99,$ Per Gallon
2026-05-04,Ethanol,Indiana,,Rail,1.99,1.99,1.99,$ Per Gallon
2026-05-04,Ethanol,Iowa,,Truck,1.85,1.8,1.9,$ Per Gallon
2026-05-04,Ethanol,Kansas,,Truck,1.8667,1.83,1.89,$ Per Gallon
2026-05-11,Distillers Corn Oil,Illinois,,Truck,84.0,83.0,85.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,Indiana,,Truck,82.5,82.0,83.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,Iowa,,Truck,78.0,78.0,78.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,Kansas,,Truck,75.0,75.0,75.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,Michigan,,Truck,81.25,78.0,83.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,Minnesota,,Truck,82.0,78.0,84.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,Missouri,,Truck,82.5,82.0,83.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,Nebraska,,Truck,83.63,82.0,86.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,Ohio,,Truck,82.67,82.0,83.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,South Dakota,,Truck,82.14,78.0,84.0,Cents Per Lb
2026-05-11,Distillers Corn Oil,Wisconsin,,Truck,83.0,83.0,83.0,Cents Per Lb
2026-05-11,Distillers Grain,Illinois,Dried 10%,Truck,202.5,195.0,210.0,$ Per Ton
2026-05-11,Distillers Grain,Indiana,Dried 10%,Rail,174.0,174.0,174.0,$ Per Ton
2026-05-11,Distillers Grain,Indiana,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-05-11,Distillers Grain,Indiana,Dried 10%,Truck,186.0,175.0,208.0,$ Per Ton
2026-05-11,Distillers Grain,Iowa,Dried 10%,Rail,155.0,155.0,155.0,$ Per Ton
2026-05-11,Distillers Grain,Iowa,Modified Wet 55-60%,Truck,69.6,55.0,85.0,$ Per Ton
2026-05-11,Distillers Grain,Iowa,Dried 10%,Truck,170.8,150.0,190.0,$ Per Ton
2026-05-11,Distillers Grain,Iowa,Wet 65-70%,Truck,55.0,40.0,70.0,$ Per Ton
2026-05-11,Distillers Grain,Kansas,Dried 10%,Truck,185.0,185.0,185.0,$ Per Ton
2026-05-11,Distillers Grain,Kansas,Wet 65-70%,Truck,53.33,40.0,65.0,$ Per Ton
2026-05-11,Distillers Grain,Michigan,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-05-11,Distillers Grain,Michigan,Dried 10%,Truck,183.0,173.0,208.0,$ Per Ton
2026-05-11,Distillers Grain,Michigan,Dried 10%,Rail,167.0,167.0,167.0,$ Per Ton
2026-05-11,Distillers Grain,Minnesota,Dried 10%,Truck,177.5,170.0,185.0,$ Per Ton
2026-05-11,Distillers Grain,Minnesota,Wet 65-70%,Truck,50.0,50.0,50.0,$ Per Ton
2026-05-11,Distillers Grain,Minnesota,Modified Wet 55-60%,Truck,75.0,75.0,75.0,$ Per Ton
2026-05-11,Distillers Grain,Missouri,Wet 65-70%,Truck,55.0,55.0,55.0,$ Per Ton
2026-05-11,Distillers Grain,Missouri,Dried 10%,Truck,197.0,195.0,199.0,$ Per Ton
2026-05-11,Distillers Grain,N/A,Dried 10%,Rail,245.0,245.0,245.0,$ Per Ton
2026-05-11,Distillers Grain,N/A,Dried 10%,Rail/Barge,170.0,170.0,170.0,$ Per Ton
2026-05-11,Distillers Grain,N/A,Dried 10%,Ocean Vessel,238.0,225.0,251.0,$ Per Ton
2026-05-11,Distillers Grain,Nebraska,Wet 65-70%,Truck,61.25,55.0,65.0,$ Per Ton
2026-05-11,Distillers Grain,Nebraska,Modified Wet 55-60%,Truck,80.5,75.0,86.0,$ Per Ton
2026-05-11,Distillers Grain,Nebraska,Dried 10%,Truck,184.67,175.0,200.0,$ Per Ton
2026-05-11,Distillers Grain,Ohio,Modified Wet 55-60%,Truck,90.0,90.0,90.0,$ Per Ton
2026-05-11,Distillers Grain,Ohio,Dried 10%,Rail,175.0,175.0,175.0,$ Per Ton
2026-05-11,Distillers Grain,Ohio,Dried 10%,Truck,193.25,180.0,208.0,$ Per Ton
2026-05-11,Distillers Grain,South Dakota,Wet 65-70%,Truck,54.5,54.0,55.0,$ Per Ton
2026-05-11,Distillers Grain,South Dakota,Modified Wet 55-60%,Truck,81.5,78.0,85.0,$ Per Ton
2026-05-11,Distillers Grain,South Dakota,Dried 10%,Truck,178.33,170.0,185.0,$ Per Ton
2026-05-11,Distillers Grain,Wisconsin,Modified Wet 55-60%,Truck,76.0,76.0,76.0,$ Per Ton
2026-05-11,Distillers Grain,Wisconsin,Dried 10%,Truck,164.5,164.0,165.0,$ Per Ton
2026-05-11,Ethanol,Illinois,,Truck,1.89,1.89,1.89,$ Per Gallon
2026-05-11,Ethanol,Illinois,,Rail,1.98,1.98,1.98,$ Per Gallon
2026-05-11,Ethanol,Indiana,,Rail,1.96,1.96,1.96,$ Per Gallon
2026-05-11,Ethanol,Iowa,,Truck,1.85,1.8,1.9,$ Per Gallon
2026-05-11,Ethanol,Kansas,,Truck,1.8633,1.83,1.88,$ Per Gallon
2026-05-18,Distillers Corn Oil,Illinois,,Truck,85.33,83.0,89.0,Cents Per Lb
2026-05-18,Distillers Corn Oil,Indiana,,Truck,82.5,82.0,83.0,Cents Per Lb
2026-05-18,Distillers Corn Oil,Iowa,,Truck,83.5,83.0,84.0,Cents Per Lb
2026-05-18,Distillers Corn Oil,Kansas,,Truck,75.0,75.0,75.0,Cents Per Lb
2026-05-18,Distillers Corn Oil,Michigan,,Truck,82.6,81.0,84.0,Cents Per Lb
2026-05-18,Distillers Corn Oil,Minnesota,,Truck,83.17,82.0,84.0,Cents Per Lb
2026-05-18,Distillers Corn Oil,Missouri,,Truck,82.5,82.0,83.0,Cents Per Lb
2026-05-18,Distillers Corn Oil,Nebraska,,Truck,83.56,80.0,86.0,Cents Per Lb
2026-05-18,Distillers Corn Oil,Ohio,,Truck,82.67,82.0,83.0,Cents Per Lb
2026-05-18,Distillers Corn Oil,South Dakota,,Truck,82.88,81.0,84.0,Cents Per Lb
